step,t_sec,x,y,yaw,ref_x,ref_y,ref_yaw,pos_err,yaw_err,v_cmd,w_cmd,delta_v,delta_w,lin_accel,ang_accel
74,7.4,3.129846,0.276968,1.288746,3.161292,0.811292,1.570796,0.535249,-0.282051,0.468909,0.744484,0.042358,-0.057318,0.423577,-0.573179
75,7.5,3.142897,0.322006,1.363194,3.161292,0.861292,1.570796,0.5396,-0.207602,0.512685,0.693692,0.043776,-0.050792,0.437756,-0.507922
76,7.6,3.153464,0.372174,1.432563,3.161292,0.911292,1.570796,0.539176,-0.138233,0.495736,0.623692,-0.016949,-0.07,-0.169494,-0.7
77,7.7,3.160295,0.421274,1.494932,3.161292,0.961292,1.570796,0.540019,-0.075864,0.494145,0.561763,-0.001591,-0.061929,-0.015907,-0.619288
78,7.8,3.16404,0.470547,1.551109,3.161292,1.011292,1.570796,0.540753,-0.019688,0.499119,0.515582,0.004974,-0.046181,0.049744,-0.461809
79,7.9,3.165023,0.520449,1.602667,3.161292,1.061292,1.570796,0.540857,0.031871,0.503419,0.484754,0.004299,-0.030829,0.042994,-0.308287
80,8.0,3.163419,0.570765,1.651142,3.161292,1.111292,1.570796,0.540532,0.080346,0.501546,0.468619,-0.001873,-0.016135,-0.018732,-0.161349
81,8.1,3.159393,0.620758,1.698004,3.161292,1.161292,1.570796,0.540538,0.127208,0.489962,0.398619,-0.011584,-0.07,-0.115839,-0.7
82,8.2,3.153177,0.669358,1.737866,3.161292,1.211292,1.570796,0.541995,0.16707,0.484065,0.328619,-0.005897,-0.07,-0.058965,-0.7
83,8.3,3.145128,0.717091,1.770728,3.161292,1.261292,1.570796,0.544442,0.199931,0.482878,0.258619,-0.001187,-0.07,-0.011873,-0.7
84,8.4,3.135538,0.764417,1.79659,3.161292,1.311292,1.570796,0.547482,0.225793,0.485226,0.188619,0.002348,-0.07,0.02348,-0.7
85,8.5,3.124675,0.811707,1.815451,3.161292,1.361292,1.570796,0.550804,0.244655,0.489913,0.118619,0.004687,-0.07,0.046868,-0.7
86,8.6,3.112808,0.85924,1.827313,3.161292,1.411292,1.570796,0.554178,0.256517,0.495838,0.048619,0.005925,-0.07,0.059254,-0.7
87,8.7,3.100228,0.907201,1.832175,3.161292,1.461292,1.570796,0.557446,0.261379,0.502068,-0.021381,0.00623,-0.07,0.062299,-0.7
88,8.8,3.087254,0.955703,1.830037,3.161292,1.511292,1.570796,0.560501,0.259241,0.507865,-0.091381,0.005798,-0.07,0.057977,-0.7
89,8.9,3.074235,1.004792,1.820899,3.161292,1.561292,1.570796,0.563269,0.250103,0.512696,-0.161381,0.004831,-0.07,0.048307,-0.7
90,9.0,3.061545,1.054467,1.804761,3.161292,1.611292,1.570796,0.565689,0.233964,0.516216,-0.231381,0.00352,-0.07,0.035198,-0.7
91,9.1,3.049578,1.104682,1.781623,3.161292,1.661292,1.570796,0.567711,0.210826,0.518253,-0.301381,0.002037,-0.07,0.020368,-0.7
92,9.2,3.038732,1.15536,1.751485,3.161292,1.711292,1.570796,0.569282,0.180688,0.518786,-0.371381,0.000533,-0.07,0.005332,-0.7
93,9.3,3.029409,1.206394,1.714346,3.161292,1.761292,1.570796,0.570356,0.14355,0.517926,-0.441381,-0.00086,-0.07,-0.008598,-0.7
94,9.4,3.022,1.257654,1.670208,3.161292,1.811292,1.570796,0.570893,0.099412,0.515897,-0.500463,-0.002029,-0.059081,-0.020287,-0.590814
95,9.5,3.01688,1.308989,1.620162,3.161292,1.861292,1.570796,0.570872,0.049366,0.513021,-0.525943,-0.002876,-0.02548,-0.028762,-0.2548
96,9.6,3.014348,1.360228,1.567568,3.161292,1.911292,1.570796,0.57032,-0.003229,0.509705,-0.521448,-0.003316,0.004495,-0.033158,0.044945
97,9.7,3.014513,1.411198,1.515423,3.161292,1.961292,1.570796,0.56934,-0.055373,0.506418,-0.491324,-0.003287,0.030124,-0.032872,0.30124
