step,t_sec,x,y,yaw,ref_x,ref_y,ref_yaw,err_x,err_y,err_yaw,tracking_error_sq,tracking_deviation,v_cmd,w_cmd,control_effort,solve_time_ms,stage_cost,cumulative_cost
51,11.15787935256958,-1.5986863113977534,3.552782473495426,-0.007938423590491631,-1.5986863113977534,3.552782473495426,-0.007938423590491631,0.0,0.0,0.0,0.0,0.0,0.0468908862356886,0.01587684664211934,0.002450829471265667,0.9122210030909628,0.0006383774371543353,1.6775395008643346
52,11.361716032028198,-1.592553619612272,3.549109361786532,-0.006623314690712657,-1.592553619612272,3.549109361786532,-0.006623314690712657,0.0,0.0,0.0,0.0,0.0,0.028153840434866417,0.013246628969364467,0.0009681119102839252,3.448686999035999,0.00026904728529129424,1.6778085481496259
53,11.557582378387451,-1.5963213439821444,3.5470243009798,-0.004816278080969511,-1.5963213439821444,3.5470243009798,-0.004816278080969511,0.0,0.0,0.0,0.0,0.0,0.03966526567056718,0.009632555849702905,0.0016661194329143211,0.8272770064650103,0.000429100962837745,1.6782376491124635
54,11.757507562637329,-1.5816096284330887,3.5478981956862587,-0.0017302289970781827,-1.5816096284330887,3.5478981956862587,-0.0017302289970781827,0.0,0.0,0.0,0.0,0.0,-0.005283036960681878,0.003460457765113289,3.9885247472063677e-05,0.7844390056561679,0.00011539702521331961,1.6783530461376768
55,11.957595109939575,-1.5621870487560816,3.5518922286943386,-0.0013590515491693125,-1.5621870487560816,3.5518922286943386,-0.0013590515491693125,0.0,0.0,0.0,0.0,0.0,-0.06462431403346199,0.0027181029240773407,0.00418369004780139,0.8001009991858155,0.0012224163834280652,1.6795754625211048
56,12.158652305603027,-1.5705077076258904,3.5490051881525706,0.0019061653722867837,-1.5705077076258904,3.5490051881525706,0.0019061653722867837,0.0,0.0,0.0,0.0,0.0,-0.03920243236359513,-0.0038123308644400916,0.0015513645698422133,1.8800770048983395,0.0004251460957200081,1.6800006086168249
57,12.358178615570068,-1.5824175001083964,3.549598425150673,0.0007592906290918802,-1.5824175001083964,3.549598425150673,0.0007592906290918802,0.0,0.0,0.0,0.0,0.0,-0.002814768807872697,-0.001518581352231274,1.0229012765117649e-05,1.4103800058364868,6.9401789292145e-05,1.680070010406117
58,12.557747602462769,-1.5849261393293386,3.5478245674028943,-0.0033473034309808953,-1.5849261393293386,3.5478245674028943,-0.0033473034309808953,0.0,0.0,0.0,0.0,0.0,0.004849808041504221,0.006694606773698828,6.833839789389323e-05,0.9453640086576343,2.900842029938817e-05,1.6800990188264164
59,12.758781433105469,-1.5866905921683108,3.544847093625368,-0.004476081823049434,-1.5866905921683108,3.544847093625368,-0.004476081823049434,0.0,0.0,0.0,0.0,0.0,0.010240692575060245,0.008952163570754134,0.00018501301701443146,1.9278709951322526,5.222305395538447e-05,1.680151241880372
60,12.957589387893677,-1.583803647490513,3.546882317345694,-0.0018674980917574664,-1.583803647490513,3.546882317345694,-0.0018674980917574664,0.0,0.0,0.0,0.0,0.0,0.0014202893664263237,0.003734996132816158,1.5967417996535342e-05,0.7917080074548721,1.1301223550433428e-05,1.6801625431039224
61,13.157895565032959,-1.5742717526189303,3.5447442499560866,-6.619477731388573e-05,-1.5742717526189303,3.5447442499560866,-6.619477731388573e-05,0.0,0.0,0.0,0.0,0.0,-0.02770224862180745,0.00013238952188473628,0.0007674321056899377,1.0921619978034869,0.0002355628911548783,1.6803981059950772
