step,t_sec,x,y,yaw,ref_x,ref_y,ref_yaw,err_x,err_y,err_yaw,tracking_error_sq,tracking_deviation,v_cmd,w_cmd,control_effort,solve_time_ms,stage_cost,cumulative_cost
10,2.9797348976135254,-3.389082553023941,3.0988323465347003,-1.044993393696346,-2.784058095587433,2.1441087710964957,-1.2927044289377996,-0.605024457436508,0.9547235754382046,0.24771103524145355,1.3389124565742427,1.130288325868161,0.5,0.09890757483345908,0.2597827083594363,1.01850600913167,7.853993362967678,40.73487966683837
11,3.179629325866699,-3.3617067243605563,3.0172003616944547,-1.0302416984921794,-2.7291538246573364,1.9517925704434187,-1.3047303658442162,-0.6325528997032199,1.065407791251036,0.2744886673520368,1.61056096108606,1.2390387131084173,0.5,0.056300391484476395,0.2531697340813053,1.025477991788648,9.425622109929256,50.160501776767624
12,3.3803632259368896,-3.336354342884237,2.942964813136793,-1.0159461560914187,-2.676566250642483,1.7588300169278925,-1.3128063221841175,-0.659788092241754,1.1841347962089004,0.29686016609269883,1.9256215004692923,1.3555425269082144,0.5,0.008562203668607077,0.2500733113316627,1.7007620044751093,11.263975056822508,61.424476833590134
13,3.579479455947876,-3.312417540681906,2.8808211746831933,-1.0185578789345306,-2.6255387317451153,1.5654490656550777,-1.3182380134841187,-0.6868788089367905,1.3153721090281156,0.2996801345495881,2.2918144664191558,1.4839158612857728,0.5,0.007053948835185186,0.2500497581941694,0.8381179941352457,13.454169221281814,74.87864605487195
14,3.7793474197387695,-3.2746077765359,2.7998843319203806,-1.0205870665962031,-2.575562346050894,1.3717938026929202,-1.3218972028221545,-0.6990454304850062,1.4280905292274604,0.3013101362259514,2.6188948717436364,1.5900022243855936,0.5,-0.026790900932919914,0.25071775237279753,0.7706190081080422,15.413047910789237,90.29169396566118
15,3.9794490337371826,-3.2241591814019004,2.723271670704633,-1.0129663914803189,-2.52629491463199,1.1779569635694358,-1.324366600094028,-0.6978642667699102,1.5453147071351974,0.3114002086137091,2.971982168847307,1.695586057657542,0.5,-0.1360637977221794,0.26851335705058216,0.8392050076508895,17.513260717097644,107.80495468275882
16,4.179463863372803,-3.1763003719698446,2.638064084150092,-1.037755204232422,-2.4775062931027567,0.983999054709608,-1.3260361762677864,-0.6987940788670879,1.6540650294404842,0.2882809720353643,3.3073502051153065,1.7956180791798828,0.5,-0.1259594122582198,0.26586577353643615,0.7815589924575761,19.578947497262707,127.38390218002152
17,4.379644870758057,-3.1438261701117884,2.563171779925954,-1.0684301524187099,-2.4290415669251737,0.7899599598948468,-1.327167246410597,-0.7147846031866147,1.7732118200311073,0.25873709399188716,3.722142071458045,1.9118569997912183,0.5,-0.06047867538601906,0.25365767017644747,1.0141420061700046,22.129098967261868,149.51300114728338
18,4.581244945526123,-3.1086912972152483,2.4727653111686507,-1.0983788149066829,-2.3807963435284134,0.5958661722060167,-1.327935149536248,-0.7278949536868349,1.8768991389626342,0.22955633462956504,4.105277552209998,2.013102441864655,0.5,0.004805815131596293,0.25002309585907906,2.0599099952960387,24.483814005413684,173.99681515269705
19,4.780014514923096,-3.0730194393275108,2.384245399528023,-1.104014379611301,-2.332700179567746,0.4017353940891282,-1.3284577024350281,-0.7403192597597648,1.9825100054388949,0.22444332282372706,4.528793333196729,2.1162274282403044,0.5,-0.014707648634165424,0.25021631492834606,1.2302950053708628,27.033863750545066,201.03067890324212
20,4.979280948638916,-3.0262128099013967,2.298479842492286,-1.0975882156066585,-2.2847054657699153,0.20757950968830885,-1.3288141891597018,-0.7415073441314814,2.0909003328039772,0.23122597355304328,4.975162793966259,2.2184898789763965,0.5,-0.10964771851050484,0.2620226221745589,0.7640410040039569,29.704123108754516,230.73480201199663
21,5.1812567710876465,-2.975993963134376,2.212182470755049,-1.1076699429957357,-2.2367799690155756,0.013406528146463592,-1.3290580480684049,-0.7392139941188005,2.1987759426085853,0.22138810507266912,5.43006566796301,2.3197096746996904,0.5,-0.15975203107757255,0.2755207114334097,2.0100809924770147,32.454750493151195,263.18955250514784
22,5.381512880325317,-2.9279199990925457,2.130830772426312,-1.1298027458673097,-2.1889018244971417,-0.18077813468114484,-1.329225357862073,-0.7390181745954041,2.311608907107457,0.1994226119947633,5.929452979975668,2.426867034223518,0.5,-0.16739128947128615,0.2780198437908599,1.2524970079539344,35.48855215611889,298.67810466126673
23,5.581972599029541,-2.878241761621574,2.034758247656916,-1.1586407802051943,-2.1410561696445436,-0.37497080527333293,-1.3293405205042335,-0.7371855919770303,2.409729052930249,0.17069974029903912,6.379375106892799,2.5199676001001756,0.5,-0.14704989930543258,0.27162367288573785,2.067560999421403,38.228725515085266,336.906830176352
24,5.780526161193848,-2.8428714027240276,1.9445505547557702,-1.1936025235616712,-2.0932328788502046,-0.5691689846098038,-1.329420071764057,-0.749638523873823,2.513719539365574,0.13581754820238578,6.899190245463705,2.623117198880751,0.5,-0.0688301527456003,0.25473758992698264,1.9109760032733902,41.385888957036684,378.2927191333887
25,5.981240272521973,-2.8117153237692736,1.8526157628743918,-1.2185822865222726,-2.0454250369169933,-0.76337096773482,-1.329475239682978,-0.7662902868522803,2.6159867306092117,0.11089295316070545,7.4428846255083245,2.7259103760849555,0.5,-0.010365244790895674,0.2501074382995752,2.0493229967541993,44.67099281084323,422.96371194423193
26,6.179692983627319,-2.7759779161540235,1.7531833053071,-1.2282562204800218,-1.9976279087757876,-0.9575755880234558,-1.3295136647835095,-0.7783500073782359,2.7107588933305555,0.10125744430348772,7.964295581783271,2.8202912104526368,0.5,-0.010938650707463167,0.25011965407929987,0.9111160034080967,47.80729713969536,470.7710090839273
27,6.3804638385772705,-2.7355929250193594,1.6529556166245274,-1.230626698680401,-1.9498382430019243,-1.1517820447781746,-1.3295405583786868,-0.785754682017435,2.8047376614027018,0.0989138596982857,8.493747721243428,2.9127244582354535,0.5,-0.04892072207718947,0.2523932370485536,1.8874569941544905,50.98671275578804,521.7577218397154
28,6.580206632614136,-2.6953493885112643,1.5579115429674393,-1.2327735399184296,-1.9020538001551714,-1.3459897866985868,-1.3295594837436682,-0.7932955883560928,2.9039013296660263,0.09678594382523852,9.071328341863497,3.0103090909309222,0.5,-0.09102255162296541,0.2582851049039554,1.3808809890178964,54.45566276336871,576.213384603084
29,6.7825353145599365,-2.6667406828313798,1.4753266738060078,-1.2442833349379403,-1.854273032769374,-1.5401984329222407,-1.329572883815383,-0.8124676500620058,3.0155251067282487,0.08528954887744278,9.76076965885341,3.123058653260565,0.5,-0.07678491998530823,0.25589592393715016,3.266045998316258,58.5998097727262,634.8131943758102
30,6.979395151138306,-2.638801838066693,1.379372752973994,-1.2625455764816151,-1.8064948677976531,-1.7344077193941678,-1.3295824382934271,-0.8323069702690398,3.1137804723681617,0.06703686181181202,10.392857663701296,3.223098466206039,0.5,-0.028118424058039798,0.2507906457715077,0.7759640138829127,62.40214425535551,697.2153386311658
31,7.181630373001099,-2.6099137796063863,1.2862611144148663,-1.2692502868636657,-1.7587185583964766,-1.9286174623526586,-1.329589305749918,-0.8511952212099096,3.214878576767525,0.06033901888625226,11.063618365169528,3.325654457091021,0.5,-0.02245257050519598,0.25050411792229077,2.390813999227248,66.42980144778288,763.6451400789487
32,7.37976598739624,-2.5807942778846864,1.1880027565539204,-1.2739942058038496,-1.7109435827233868,-2.1228275334082958,-1.3295942881123546,-0.8698506951612996,3.310830289962216,0.055600082308504994,11.721328809956603,3.423191119526324,0.5,-0.01955880494742851,0.25038254685097155,0.9295839990954846,70.37822298457198,834.0233630635206
33,7.583269119262695,-2.5587884394779845,1.1060963526105718,-1.2789325259044952,-1.6631695746758526,-2.3170378424937668,-1.3295979426636126,-0.8956188648021319,3.4231341951043386,0.0506654167591174,12.522547853137462,3.5383584991747354,0.5,-0.004985063053491619,0.2500248508536473,2.1364970016293228,75.18754787565466,909.2109109391753
34,7.779822587966919,-2.5325113864008375,1.0098757007485437,-1.2846742877945496,-1.6153962763801668,-2.511248326170502,-1.329600658510963,-0.9171151100206707,3.5211240269190456,0.044926370716413366,13.241432916760571,3.6386006290845967,0.5,0.013007673993112973,0.2501691995827111,1.229367990163155,79.50310711915388,988.7140180583292
35,7.980093955993652,-2.5072509667602776,0.9115102797568281,-1.2859210769018048,-1.5676235055306849,-2.7054589395915065,-1.329602708982858,-0.9396274612295927,3.6169692193483347,0.043681632081053134,13.967274184591338,3.737026371275706,0.5,0.02462691265351313,0.2506064848268438,1.4917770022293553,83.85870821374172,1072.572726272071
36,8.18137502670288,-2.4760715652718592,0.8139821387741866,-1.2766447563449714,-1.5198511329047077,-2.8996696509688267,-1.329604287737259,-0.9562204323671515,3.7136517897430132,0.05295953139228749,14.708371842703198,3.83478384406969,0.5,-0.024294418363451125,0.25059021876361837,2.1140140015631914,88.30192860364996,1160.8746548757208
37,8.379451274871826,-2.4408852584410172,0.720176826704225,-1.273918782685737,-1.4720790668898056,-3.0938804377667486,-1.329605533935076,-0.9688061915512116,3.8140572644709736,0.055686751249339084,15.488719267716474,3.9351770294933073,0.5,-0.07445571657210957,0.25554365373026633,0.7859909965191036,92.9843262609429,1253.8589811366637
38,8.579912662506104,-2.4106772476794025,0.6273224687752396,-1.2864727481948248,-1.424307242899999,-3.288091284097964,-1.3296065503074113,-0.9863700047794035,3.9154137528732034,0.04313380211258644,16.30525116740183,4.037745737725092,0.5,-0.0471926304286303,0.2522271443667733,1.1374659952707589,97.88730737576887,1351.7462885124326
39,8.782069683074951,-2.38196752381024,0.5342972005982003,-1.297194949591987,-1.3839315438943542,-3.452234755729716,-1.3296074172445402,-0.9980359799158858,3.9865319563279162,0.032412467652553234,16.889563424089673,4.10956358461946,0.5,-0.028746124451668527,0.2508263396709908,1.8896289984695613,101.3959602015603,1453.1422487139928
40,8.97936201095581,-2.3595647070380417,0.4575103710957392,-1.3036383140732144,-1.3508235873974097,-3.5868324311704245,-1.329608162387575,-1.008741119640632,4.044342802266164,0.025969848314360666,17.374941781717432,4.168245116196499,0.5,-0.02093609039279169,0.2504383198809351,0.7501979998778552,104.30959055384619,1557.451839267839
41,9.179344892501831,-2.333635286824541,0.3672616512903645,-1.3106267169393397,-1.323675145311414,-3.697202545261372,-1.3296088028471005,-1.0099601415131272,4.064464196551737,0.018982085907760737,17.54024901208158,4.1880650296403195,0.5,-0.015827998388830818,0.2502505255329968,0.8121900027617812,105.30263056106814,1662.754469828907
42,9.379283428192139,-2.308184001918231,0.28158650028912185,-1.3153716437782683,-1.301413480764717,-3.787706053073701,-1.329609353329873,-1.006770521153514,4.069292553362823,0.014237709551604638,17.57293147949112,4.1919838700927565,0.5,-0.018644629925848116,0.25034762222507184,0.7556740019936115,105.49938310746245,1768.2538529363696
43,9.580637454986572,-2.2853327615817225,0.19341771866594426,-1.3197499468162033,-1.2831589566893327,-3.861918939528646,-1.329609826476529,-1.0021738048923898,4.055336658194591,0.009859879660325754,17.45020496373628,4.177332611429136,0.5,-0.01281016655398018,0.2501641003671407,1.9491139973979443,104.76339354771643,1873.0172464840862
44,9.779392004013062,-2.2605431005438836,0.09288921441266887,-1.3218449697822885,-1.2681902757406505,-3.9227735135041035,-1.32961023315185,-0.9923528248032332,4.015662727916772,0.007765263369561516,17.110371572590125,4.136461201712755,0.5,-0.010457344186720546,0.25010935604743956,0.843205998535268,102.72452159867152,1975.7417680827577
45,9.979320764541626,-2.241077431393801,0.007520314357434693,-1.3251712712699468,-1.2559159776561337,-3.9726742691556454,-1.3296105826942477,-0.9851614537376672,3.98019458351308,0.0044393114243008736,16.812511720043297,4.100303892708122,0.5,-0.004509227067928858,0.25002033312875016,0.7682939904043451,100.93750112826443,2076.679269211022
46,10.182925939559937,-2.2211578306878654,-0.09226247882666674,-1.3316594682220546,-1.2458510675296217,-4.01359289230803,-1.3296108831302011,-0.9753067631582437,3.9213304134813636,-0.002048585091853461,16.32805969065701,4.040798868287821,0.5,0.008058002492221371,0.25006493140416464,1.3649309985339642,98.03087663008567,2174.7101458411075
47,10.38009786605835,-2.1979854554698317,-0.19319443740469838,-1.3321575240867143,-1.2375978513064905,-4.047146165772553,-1.3296111413585672,-0.9603876041633412,3.8539517283678544,-0.002546382728147112,15.775294758885174,3.971811711904301,0.5,0.002126251785781919,0.25000452094665654,1.5047990018501878,94.71424749190169,2269.424393333009
48,10.580547094345093,-2.1680949315518037,-0.2982310905502488,-1.3268066867523278,-1.2308302211083364,-4.074659851761059,-1.3296113633089972,-0.9372647104434673,3.7764287612108096,0.002804676556669383,15.139887192153473,3.8909997848808584,0.5,-0.017270712517290284,0.25029827751085487,1.8397789972368628,90.90191879555417,2360.326312128563
49,10.784266948699951,-2.134387207428942,-0.4034229190987695,-1.325640965945583,-1.225280769353323,-4.097221075503338,-1.3296115540780982,-0.9091064380756189,3.6937981564045685,0.003970588132515163,14.470635101578447,3.804026726510781,0.5,-0.007941996089888959,0.2500630753018918,5.577998992521316,86.88627517227579,2447.212587300839
50,10.979395866394043,-2.104497233963838,-0.5007120079830338,-1.3223679181482737,-1.220730222443479,-4.115721279840112,-1.3296117180464668,-0.8837670115203589,3.615009271857078,0.007243799898193126,13.84938863890123,3.721469624525272,0.5,1.0,1.25,0.7769700023345649,83.5602166496077,2530.772803950447
51,11.17934274673462,-2.0735283791535837,-0.6018403334803314,-1.1744005664772654,-1.220730222443479,-4.115721279840112,-1.0896117180464668,-0.8527981567101046,3.51388094635978,-0.08478884843079859,13.081813150096677,3.615884954098852,0.5,1.0,1.25,0.764683005400002,78.82462230530717,2609.597426255754
52,11.379627466201782,-2.0360902751299577,-0.6769877516413728,-1.0041161977280013,-1.220730222443479,-4.115721279840112,-0.8496117180464668,-0.8153600526864786,3.438733528198739,-0.15450447968153447,12.513571927716708,3.5340770072927166,0.5,1.0,1.25,0.9650669962866232,75.34844502933359,2684.9458712850874
53,11.579287767410278,-1.977630120995657,-0.747598534122395,-0.8052499931618738,-1.220730222443479,-4.115721279840112,-0.6096117180464669,-0.756899898552178,3.3681227457177165,-0.195638275115407,11.955422621339478,3.452122287325486,0.5,1.0,1.25,0.7646309968549758,71.94193838927634,2756.887809674364
54,11.781522989273071,-1.9096364898352065,-0.8115416779689211,-0.6058433242778577,-1.220730222443479,-4.115721279840112,-0.3913049057153148,-0.6889062673917274,3.3041796018711906,-0.2145384185625429,11.43822141971258,3.3752325381628543,0.5,1.0,1.25,1.3594960037153214,68.8077215861182,2825.695531260482
55,11.979479789733887,-1.8174140345196754,-0.8738906678880342,-0.40161137989649215,-1.220730222443479,-4.115721279840112,-0.22539172834363924,-0.5966838120761964,3.2418306119520777,-0.1762196515528529,10.896550653776774,3.296285377236529,0.5,0.982909376364276,1.21611084214481,0.886848007212393,65.60745292187208,2891.302984182354
56,12.179872274398804,-1.7168218066287175,-0.9186115350513011,-0.1937105675251311,-1.220730222443479,-4.115721279840112,-0.09929771354116582,-0.49609158418523847,3.1971097447888104,-0.09441285398396528,10.476531367120389,3.235369774867008,0.5,0.6679829638134693,0.6962012399450267,1.2420529965311289,63.029811291248464,2954.3327954736023
57,12.379444599151611,-1.6311992830450142,-0.9443705256270959,-0.04878665071629312,-1.220730222443479,-4.115721279840112,-0.003466262291286021,-0.4104690606015351,3.171350754213016,-0.0453203884250071,10.228004393565564,3.197804005244626,0.5,0.45480029140569495,0.45684330506270504,0.8547619945602491,61.48890828766572,3015.821703761268
58,12.579962253570557,-1.5351365669184962,-0.944794373074503,0.06786001058058012,-1.220730222443479,-4.115721279840112,0.06936564065862262,-0.31440634447501714,3.170926906765609,-0.0015056300780424967,10.153631064418187,3.186475921373996,0.5,0.2797724913592974,0.32827264692138813,1.3583079999079928,61.010822585976726,3076.8325263472448
59,12.779439687728882,-1.4400164765462289,-0.9325983709563689,0.14668429967783828,-1.220730222443479,-4.115721279840112,0.12471788690055317,-0.21928625410274982,3.183122908883743,0.021966412777285102,10.180840437589218,3.1906673148886764,0.5,0.16640571025872944,0.2776908604067122,0.9046620107255876,61.15520499320183,3137.9877313404468
60,12.986546039581299,-1.3439922808284095,-0.9130442396467873,0.19166867051632858,-1.220730222443479,-4.115721279840112,0.1667855940444204,-0.12326205838493043,3.2026770401933247,0.024883076471908187,10.27295292631347,3.2050481679405016,0.5,0.11009113430931894,0.2621200578535125,7.269894005730748,61.70169403840449,3199.6894253788514
61,13.179451704025269,-1.2435474565380003,-0.9011604530031211,0.2096498056715081,-1.220730222443479,-4.115721279840112,0.1987570514737595,-0.022817234094521188,3.2145608268369905,0.0108927541977486,10.334040587700652,3.214641805179333,0.5,0.0997060298825862,0.2599412923949472,0.8833280007820576,62.06926209058574,3261.758687469437
62,13.383317470550537,-1.1523790094839976,-0.8896985086870669,0.22367743129821857,-1.220730222443479,-4.115721279840112,0.2230553591200572,0.06835121295948143,3.226022771153045,0.0006220721781613758,10.4118951952848,3.2267467840397708,0.33067539231357124,0.09108942470226956,0.11764349837432468,3.103948009083979,62.50263632829873,3324.2613237977357
63,13.579423666000366,-1.0885936173003332,-0.8868805179729203,0.24508812013379266,-1.220730222443479,-4.115721279840112,0.24152207293124348,0.13213660514314585,3.2288407618671915,0.0035660472025491885,10.442885464606512,3.231543400283193,-0.2,0.06304141809266356,0.04397422039513402,0.8429989975411445,62.682613674654846,3386.9439374723906
64,13.77927565574646,-1.0396143705285696,-0.8806158940199135,0.2770798541766483,-1.220730222443479,-4.115721279840112,0.255556775427745,0.18111585191490942,3.2351053858201984,0.0215230787489033,10.49917305209655,3.240171262322058,-0.2,0.01028571208096643,0.040105795873012544,0.7508290000259876,63.00349539611755,3449.9474328685083
65,13.97999358177185,-1.0252636964480055,-0.8859391270303975,0.30974351727900207,-1.220730222443479,-4.115721279840112,0.26622314932508623,0.19546652599547354,3.2297821528097144,0.04352036795391584,10.471593939819735,3.235691567098584,-0.2,-0.046508514911772526,0.042163041959298576,1.354179999907501,62.8329590202208,3512.780391888729
66,14.179398536682129,-1.0525993977752872,-0.8850133519796837,0.33892665112086157,-1.220730222443479,-4.115721279840112,0.27432959348706554,0.16813082466819185,3.2307079278604283,0.06459705763379603,10.469914469198772,3.2350798582637537,-0.2,-0.09838962717575048,0.049680518735783184,0.834253994980827,62.81596901637456,3575.5963609051037
67,14.379426002502441,-1.0956970105907404,-0.8973196281415154,0.318387752161113,-1.220730222443479,-4.115721279840112,0.28049049105016977,0.12503321185273863,3.2184016516985965,0.037897261110943214,10.375178698122177,3.220829473244814,-0.2,-0.052383111319980906,0.04274399035156152,0.8494939975207672,62.2563622361898,3637.8527231412936
68,14.581196546554565,-1.127058120994505,-0.9122345092816196,0.29692601340187064,-1.220730222443479,-4.115721279840112,0.285172773198129,0.09367210144897409,3.203486770558492,0.011753240203741633,10.27124009038843,3.20485599547517,-0.2,-0.005713808194962446,0.040032647604088825,2.019638995989226,61.637115584376076,3699.48983872567
69,14.780665636062622,-1.1680006936223355,-0.9214046638362224,0.29320168538707825,-1.220730222443479,-4.115721279840112,0.288731307630578,0.05272952882114357,3.1943166160038894,0.004470377756500221,10.206459030765524,3.194751797321388,-0.2,0.004581675349428389,0.04002099174900757,1.921789997140877,61.24869114470685,3760.7385298703766
70,14.981169939041138,-1.1984201208665646,-0.9358987235948109,0.2922499404799743,-1.220730222443479,-4.115721279840112,0.2914357937992393,0.022310101576914487,3.179822556245301,0.0008141466807350395,10.11176989267359,3.179900820755071,-0.2,0.008648754082925359,0.04007480094718693,2.0102669950574636,60.680640799099365,3821.419170669476
71,15.180514097213745,-1.2397863771183515,-0.9548264490730886,0.2903454087048227,-1.220730222443479,-4.115721279840112,0.29349120328742184,-0.019056154674872428,3.160894830767023,-0.0031457945825991147,9.991629164224236,3.160952272369939,-0.2,0.014102145206835559,0.040198870499434686,1.890527011710219,59.959798036348495,3881.3789687058243
72,15.381092071533203,-1.290144766938134,-0.9692874216772618,0.2918437909545001,-1.220730222443479,-4.115721279840112,0.2950533144984406,-0.069414544494655,3.14643385816285,-0.0032095235439404957,9.904874703822339,3.147199453924228,-0.2,0.012355069676023234,0.040152647746699396,2.0237150019966066,59.43925311831981,3940.818221824144
73,15.58019757270813,-1.3199073761990483,-0.9654014681795692,0.2808387473712451,-1.220730222443479,-4.115721279840112,0.2962405190188148,-0.09917715375556924,3.1503198116605424,-0.015401771647569729,9.934588238137856,3.1518805535057908,-0.2,0.03531492040667907,0.04124714360333009,1.5222899965010583,59.617007429103154,4000.435229253247
74,15.779668092727661,-1.352776467017664,-0.9797703515546738,0.28932165664985676,-1.220730222443479,-4.115721279840112,0.29714279445429925,-0.132046244574185,3.135950928285438,-0.00782113780444249,9.851685605517003,3.1387297486914107,-0.2,0.019070922230270182,0.04036370007471302,0.9356700029456988,59.12000444908588,4059.555233702333
75,15.98002576828003,-1.402357428881179,-1.0045325877781857,0.3178843632292348,-1.220730222443479,-4.115721279840112,0.2978285237852674,-0.18162720643770003,3.1111886920619263,0.020055839443967386,9.712885756428165,3.1164857644039325,-0.2,-0.03750590734446487,0.04140669308573159,1.19381099648308,58.28644769347597,4117.841681395809
76,16.180627584457397,-1.4018805316478637,-1.0128907949192214,0.29165422169750277,-1.220730222443479,-4.115721279840112,0.29834967807680324,-0.18115030920438469,3.10283048492089,-0.0066954563793004684,9.660417281815377,3.1081139703491005,-0.2,0.015371299037796566,0.04023627683410937,1.4805090031586587,57.97267485729346,4175.814356253103
77,16.37986421585083,-1.451566336223135,-1.0445195217260785,0.26531151827737315,-1.220730222443479,-4.115721279840112,0.29874575533837044,-0.23083611377965596,3.071201758114033,-0.033434237060997296,9.486683398675474,3.0798645344345297,-0.2,0.06837356757293182,0.04467494474265028,0.8338540064869449,56.92731240669123,4232.741668659794
78,16.579896688461304,-1.475194936387872,-1.043184295280322,0.29367946918283383,-1.220730222443479,-4.115721279840112,0.2990467740571615,-0.25446471394439296,3.0725369845597896,-0.005367304874327682,9.50526462009218,3.0830562453725308,-0.2,0.011878480857102363,0.040141098307472554,1.3248219911474735,57.04183398768117,4289.783502647476
79,16.783552169799805,-1.5012116557911739,-1.0193440665502045,0.32138798510794636,-1.220730222443479,-4.115721279840112,0.29927554828344277,-0.2804814333476948,3.096377213289907,0.02211243682450359,9.666710641296065,3.109054789069139,-0.2,-0.0433555314945504,0.04187970211117496,3.85693198768422,58.009176998572514,4347.792679646049
80,16.98027777671814,-1.5290715973449869,-1.0508636751774783,0.34080460168666193,-1.220730222443479,-4.115721279840112,0.2994494166954165,-0.3083413749015078,3.0648576046626337,0.04135518499124541,9.49013679166019,3.080328966252554,-0.2,-0.08204966984008981,0.04673214832086775,1.6595750057604164,56.94614911278899,4404.738828758837
81,17.179866075515747,-1.5355429291606093,-1.0556604463615349,0.3250042392859496,-1.220730222443479,-4.115721279840112,0.29958155668851655,-0.31481270671713024,3.060060833478577,0.025422682597433077,9.463725657690617,3.0762118498081645,-0.2,-0.05034323311233801,0.042534441120203215,1.0121530067408457,56.79062955713097,4461.529458315968
82,17.379507064819336,-1.6168980430234616,-1.062076790436465,0.29310952853722294,-1.220730222443479,-4.115721279840112,0.2996819830832726,-0.39616782057998257,3.0536444894036467,-0.006572454546049655,9.481736806887113,3.0792358808198426,-0.2,0.013526529364057864,0.040182966996636725,0.9711879974929616,56.90071087744251,4518.430169193411
83,17.579859972000122,-1.6567402991000413,-1.0674218353061997,0.2785844966128049,-1.220730222443479,-4.115721279840112,0.29975830714328716,-0.4360100766565622,3.048299444533912,-0.021173810530482284,9.4826826207442,3.0793236742005243,-0.2,0.04263765239844691,0.04181796940205079,1.3424570061033592,56.90493254002471,4575.335101733435
84,17.788565397262573,-1.7393603054589841,-1.1274883468700563,0.25233578075532676,-1.220730222443479,-4.115721279840112,0.29981631342889825,-0.5186300830155051,2.9882329329700554,-0.047480532673571496,9.200767625678456,3.03290508006688,-0.2,0.09518148902936245,0.04905951585384665,7.183018999057822,55.20858209037182,4630.543683823807
85,17.979818105697632,-1.7539744568255042,-1.116461214542834,0.3038556345794214,-1.220730222443479,-4.115721279840112,0.29986039820596266,-0.5332442343820252,2.9992600652972774,0.0039952363734587215,9.279926314702381,3.0462945282406135,-0.2,-0.007822950576982637,0.04006119855572992,1.1983880103798583,55.69057339158414,4686.234257215391
86,18.179799556732178,-1.8067812010989128,-1.1296195075787536,0.2989543990587703,-1.220730222443479,-4.115721279840112,0.2998939026365316,-0.5860509786554338,2.986101772261358,-0.0009395035777612915,9.260260426552389,3.043067456348185,-0.2,0.0020063239876658367,0.040004025335943494,0.9888439963106066,55.57156989771107,4741.805827113102
