metric,value
mean_squared_tracking_error,0.0
maximum_tracking_deviation,0.0
control_effort,6.67376768112259
runtime_per_trajectory_sec,0.08852428702812176
avg_solver_runtime_ms,1.427811081098738
num_logged_steps,62
final_cumulative_cost,1.6803981059950772
